#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-02-21T13:31:39 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T13:31:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=Vmag&-out=RAICRS&-out=DEICRS&HIPep=HIPep&Erratum=Erratum&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	HIP	Vmag	RAICRS	DEICRS
236.2530424901	+45.6878644218	 77143	 8.63	236.25300039	+45.68790246
236.2576309433	-40.8419393075	 77144	 9.46	236.25769324	-40.84186362
236.2637054589	-45.5185893879	 77145	 8.98	236.26372929	-45.51858319
236.2677115706	-56.9088379083	 77146	 8.21	236.26772871	-56.90881720
236.2704749527	+29.6015007086	 77147	10.28	236.27052896	+29.60148666
236.2727406040	-48.1607707717	 77148	 9.04	236.27276990	-48.16069873
236.2730320854	-61.2979050882	 77149	 7.09	236.27344921	-61.29767370
236.2765182061	-35.1019033689	 77150	 7.72	236.27656675	-35.10185398
236.2803678518	-49.6102284621	 77151	 8.78	236.28033098	-49.61019441
236.2810408996	+28.4699301266	 77152	 8.06	236.28128319	+28.46983604
236.2864667303	+41.2115509969	 77153	 7.99	236.28653067	+41.21167899
236.2959553841	-14.2864652672	 77154	10.08	236.29596647	-14.28644067
236.2973839206	-22.8904747137	 77155	 8.83	236.29737094	-22.89049112
236.3020410490	-58.6831477482	 77156	 8.11	236.30200233	-58.68314646
236.3036196255	-34.2918392472	 77157	10.31	236.30366043	-34.29179015
236.3067273879	-63.1319762143	 77158	 8.87	236.30629101	-63.13184584
236.3131309473	+04.7082204622	 77159	 8.03	236.31315514	+04.70856424
236.3176369543	-58.6871348601	 77160	 7.70	236.31759318	-58.68713469
236.3262161661	+52.6771193783	 77161	 7.90	236.32623617	+52.67710917
236.3342173978	+04.5324382910	 77162	 8.78	236.33421396	+04.53247385
236.3478491278	+05.4473147965	 77163	 5.57	236.34778279	+05.44732255
236.3485705194	-25.0598890261	 77164	10.59	236.34894436	-25.05974453
236.3493530072	-19.1072785349	 77165	 7.53	236.34936147	-19.10722708
236.3555467650	-40.6467833997	 77166	 8.66	236.35563598	-40.64668924
236.3566339004	-37.6304232371	 77167	 8.61	236.35667257	-37.63039356
236.3587623169	-31.1550406565	 77168	 9.44	236.35884775	-31.15493116
236.3593935901	+47.5522736197	 77169	 9.86	236.35946169	+47.55231071
236.3595166835	-26.2993495057	 77170	 8.91	236.35947973	-26.29923753
236.3605344095	-52.5668240128	 77171	 8.35	236.36053281	-52.56681711
236.3612577483	+01.5323603767	 77172	 8.21	236.36129208	+01.53238721
236.3649155262	-65.7497485660	 77173	 6.87	236.36494547	-65.74973425
236.3652300131	-06.1453062276	 77174	 7.26	236.36530230	-06.14531612
236.3680968696	+08.6532306351	 77175	 7.84	236.36810604	+08.65331884
236.3711251577	+73.8358191126	 77176	 7.79	236.37112638	+73.83579663
236.3718531910	-23.5095140298	 77177	 8.98	236.37191373	-23.50939695
236.3727828824	+55.2509343224	 77178	 7.52	236.37273879	+55.25089818
236.3751391555	+21.1786164181	 77179	 9.24	236.37579245	+21.17853852
236.3906292312	+40.1775459244	 77180	 7.84	236.39056564	+40.17755798
236.3928900404	-56.0067906747	 77181	 8.99	236.39291895	-56.00672714
236.4026523424	-53.4377962558	 77182	 7.90	236.40261203	-53.43782411
236.4061957239	+24.0947964096	 77183	 9.28	236.40620254	+24.09478117
236.4122881311	-24.7661939529	 77184	10.07	236.41223208	-24.76620263
236.4126906607	-02.2614025033	 77185	11.61	236.41338729	-02.26116200
236.4146167040	+00.8910390399	 77186	 6.32	236.41458802	+00.89104971
236.4165606078	-55.9751522551	 77187	 8.21	236.41658932	-55.97514246
236.4196769892	+50.6725275678	 77188	 9.65	236.41975120	+50.67243754
236.4250777759	-65.4855720072	 77189	 8.41	236.42532281	-65.48543349
236.4277690032	-46.5426163188	 77190	10.06	236.42787604	-46.54251443
236.4289381898	-22.7532960443	 77191	 6.72	236.42902008	-22.75324352
236.4294176015	+57.2629982977	 77192	 7.79	236.42956201	+57.26285402
236.4298229054	+46.5807249213	 77193	 8.68	236.42995028	+46.58066547
236.4369277676	+28.9693217719	 77194	 8.86	236.43696130	+28.96930889
236.4403061325	-44.4914821872	 77195	10.88	236.44030402	-44.49148384
236.4432718820	-30.0414671856	 77196	 6.88	236.44345986	-30.04140596
236.4435014106	-25.4955887001	 77197	 7.72	236.44354156	-25.49557278
236.4472788653	-64.0450940306	 77198	 9.89	236.44730791	-64.04508110
236.4483377945	-30.3488178590	 77199	 9.37	236.44852974	-30.34857563
236.4495250975	+59.3121296174	 77200	 7.82	236.44950400	+59.31224310
236.4531748939	+02.9625504974	 77201	 9.99	236.45317375	+02.96267098
236.4575386914	+14.0389757926	 77202	 9.53	236.45756828	+14.03895156
236.4601746462	-16.9507427283	 77203	 7.67	236.46030210	-16.95071677
236.4615677329	+05.3298058762	 77204	 9.25	236.46186589	+05.32982622
236.4635287173	+26.6019743043	 77205	 9.72	236.46356903	+26.60195503
236.4643064832	-50.5354610424	 77206	 8.53	236.46432220	-50.53544415
236.4664169055	+36.4183762156	 77207	 8.49	236.46659345	+36.41835174
236.4683928569	+00.8924604442	 77208	 9.28	236.46825442	+00.89239409
236.4684510936	-46.0451361317	 77209	 8.88	236.46841457	-46.04515159
236.4683386636	+05.0407135694	 77210	 9.15	236.46894832	+05.04054416
236.4714783457	+82.3700750849	 77211	 8.18	236.47126380	+82.37009346
236.4730854207	+60.2992409376	 77212	10.16	236.47306624	+60.29925083
236.4767710373	-24.5594722908	 77213	 8.83	236.47672502	-24.55940652
236.4779826822	+12.5581020929	 77214	 8.47	236.47801224	+12.55815627
236.4799625494	+64.2763162758	 77215	 8.41	236.47989031	+64.27628638
236.4807971378	+33.7801883156	 77216	 9.36	236.48083179	+33.78012201
236.4814043069	-32.0171695047	 77217	 9.11	236.48143862	-32.01714622
236.4875705702	+16.3757900325	 77218	10.69	236.48762947	+16.37573447
236.4934616033	-80.8924255339	 77219	 9.30	236.49316924	-80.89242935
236.4989754193	-29.1809344876	 77220	 9.06	236.49892041	-29.18091638
236.5038565193	+00.0117316240	 77221	 9.19	236.50385912	+00.01179144
236.5051063135	+39.1104703302	 77222	 8.76	236.50520959	+39.11048749
236.5057368209	+65.5800419374	 77223	 8.42	236.50606370	+65.57987491
236.5097859660	-62.4289589544	 77224	 8.56	236.50976160	-62.42897451
236.5152686083	-18.1712757855	 77225	 9.54	236.51533865	-18.17128823
236.5196879950	+11.8991903276	 77226	 9.55	236.52052734	+11.89951194
236.5234878603	-01.8041927787	 77227	 5.39	236.52354097	-01.80411556
236.5255992032	-54.0115048840	 77228	 8.22	236.52565132	-54.01146670
236.5289342041	+43.7094614660	 77229	 9.99	236.52895105	+43.70944015
236.5365508998	-41.0125091572	 77230	 8.67	236.53651434	-41.01254231
236.5420848907	-19.3662792919	 77231	 9.61	236.54210630	-19.36625591
236.5451475140	-19.1195839885	 77232	10.14	236.54522299	-19.11954386
236.5469015825	+15.4218256137	 77233	 3.65	236.54672877	+15.42192602
236.5492232653	-01.5694259481	 77234	 8.99	236.54924882	-01.56939508
236.5535499645	-28.0614812224	 77235	 6.49	236.55372448	-28.06142741
236.5568262407	+42.4684198330	 77236	 7.35	236.55694005	+42.46837234
236.5571562322	+06.1111630632	 77237	 7.31	236.55715281	+06.11120465
236.5631354499	+49.7678303036	 77238	 8.56	236.56292987	+49.76807596
236.5629593086	-50.9082816190	 77239	 8.45	236.56297438	-50.90827056
236.5682816147	+03.6622163746	 77240	 8.40	236.56837850	+03.66224576
236.5686139608	+45.0218466129	 77241	 7.81	236.56854340	+45.02191479
236.5788158185	-57.8124526815	 77242	 7.07	236.57881956	-57.81244206
236.5809571999	-44.0826386585	 77243	 8.25	236.58102768	-44.08261428
236.5937908185	+13.7207507834	 77244	 7.93	236.59399773	+13.72075878
236.5954963117	+36.4526162546	 77245	 8.77	236.59580423	+36.45247363
236.5967756389	-67.4018731508	 77246	 9.10	236.59681631	-67.40184938
236.5966494091	+19.9075285121	 77247	 7.64	236.59683124	+19.90745754
236.5994312557	-82.9960929954	 77248	 9.14	236.59962002	-82.99605661
236.5999663211	+15.5267022389	 77249	 6.70	236.60001695	+15.52668610
236.6001138946	-16.1614598692	 77250	 8.41	236.60011807	-16.16139089
236.6021341418	-77.4341975495	 77251	 9.09	236.60176022	-77.43424514
236.6021737518	+52.1478032575	 77253	 8.02	236.60214856	+52.14772232
236.6020897208	+36.4459988128	 77252	 7.56	236.60240003	+36.44586365
236.6082679905	-46.4745299319	 77254	 9.11	236.60826552	-46.47452055
236.6085765528	-39.6107716929	 77255	11.46	236.60922600	-39.61062066
236.6107250422	-35.8811032391	 77256	 8.20	236.61092363	-35.88107609
236.6105599976	-60.2771334777	 77258	 9.30	236.61104277	-60.27685168
236.6108885505	+07.3530731880	 77257	 4.42	236.61144121	+07.35323973
236.6130913543	+17.5331536689	 77259	 9.64	236.61309217	+17.53314978
236.6134278541	+38.8503066703	 77260	 8.24	236.61357638	+38.85028166
236.6139605246	-74.9138541485	 77261	 9.82	236.61387489	-74.91383677
236.6145113636	-08.7925260373	 77262	 9.43	236.61477214	-08.79216177
236.6175556207	+50.8000002275	 77263	 8.76	236.61753247	+50.79994904
236.6180076072	-69.8625497890	 77264	 8.79	236.61816455	-69.86242323
236.6248340097	+31.2782368225	 77265	 9.34	236.62482690	+31.27828801
236.6284813273	-04.0599953658	 77266	 8.01	236.62843659	-04.05996022
236.6315050127	+71.6673281039	 77267	 8.86	236.63180198	+71.66725300
236.6327832272	-47.2335052280	 77268	10.63	236.63422693	-47.23252006
236.6348883012	+19.9542661943	 77269	10.31	236.63521468	+19.95399108
236.6410497808	-77.0450780533	 77271	 9.42	236.64107450	-77.04505997
236.6411883678	-13.9995655364	 77270	10.10	236.64119200	-13.99956646
236.6448281465	+55.4747907970	 77272	 5.94	236.64534336	+55.47460243
236.6495349839	+65.8643995030	 77273	 8.18	236.64943958	+65.86441676
236.6533460951	-10.1321643535	 77274	 8.10	236.65335807	-10.13222485
236.6610235756	+56.7700590363	 77275	 7.78	236.66120773	+56.76998996
236.6636102122	+08.3698404549	 77276	 8.51	236.66361999	+08.36982925
236.6666888978	+62.5995570562	 77277	 5.19	236.66647764	+62.59969448
236.6681674721	-48.7368234017	 77278	 6.76	236.66819467	-48.73678986
236.6694102378	-03.8220958525	 77279	 9.48	236.66939779	-03.82211029
236.6705101787	-46.6995943449	 77280	 7.77	236.67054009	-46.69954989
236.6793255168	-30.8913870510	 77281	 8.39	236.67937851	-30.89137186
236.6793113549	-43.2360848410	 77282	 8.08	236.67969572	-43.23572930
236.6809227357	+09.7862852826	 77283	 7.04	236.68094925	+09.78626105
236.6821626516	+38.3223803476	 77284	10.94	236.68211996	+38.32243224
236.6830058067	+00.7571340519	 77285	 9.78	236.68308539	+00.75708792
236.6842354678	-34.6824537057	 77286	 5.61	236.68429408	-34.68238898
236.6892677428	-06.1203551375	 77287	 6.24	236.68929693	-06.12035820
236.6899515924	-26.3782544286	 77288	 9.40	236.68999709	-26.37819663
236.6973920048	-52.1461581179	 77289	 7.08	236.69740765	-52.14615892
236.7041500153	+70.3741819722	 77290	 7.76	236.70427318	+70.37423700
236.7088984596	+25.0853219133	 77291	 8.37	236.70905304	+25.08520758
236.7098597132	+07.4176603916	 77292	 9.01	236.70962620	+07.41810460
236.7115938938	-05.2565249118	 77293	10.23	236.71195267	-05.25660828
236.7122468670	-58.1252463809	 77294	 6.83	236.71236166	-58.12513844
236.7151711215	-36.9368439579	 77295	 7.95	236.71521938	-36.93678876
236.7153998724	+46.2967903914	 77296	 7.82	236.71556208	+46.29675702
236.7175905801	-17.1086764647	 77297	 7.61	236.71759559	-17.10868643
236.7179066755	-47.6479000528	 77298	 8.22	236.71797858	-47.64788965
236.7199902519	+39.2097615885	 77299	 8.99	236.72002115	+39.20979321
236.7221003722	+30.8469995867	 77300	 9.26	236.72211130	+30.84698442
236.7242221555	+46.9862617088	 77301	 7.21	236.72460781	+46.98624664
236.7306565349	-09.4341752461	 77302	 9.64	236.73066267	-09.43418526
236.7384894379	+51.9796289202	 77303	 8.36	236.73861370	+51.97949208
236.7388914085	+34.6133505349	 77304	 9.39	236.73894061	+34.61338658
236.7418803785	-61.7837736587	 77305	 8.71	236.74298955	-61.78326925
236.7445077549	-64.4078743803	 77306	 8.37	236.74452773	-64.40786004
236.7445583849	-28.5709677133	 77307	 9.66	236.74469145	-28.57042988
236.7473206164	-36.5828666994	 77308	 9.19	236.74733342	-36.58288138
236.7481558656	+69.4774747297	 77309	 7.50	236.74817819	+69.47745057
236.7508195796	-62.7965564478	 77310	 7.10	236.75033666	-62.79678215
236.7511061548	-52.8879445450	 77311	 8.70	236.75111973	-52.88791917
236.7589041532	+41.7197217594	 77312	 8.15	236.75897322	+41.71972069
236.7639677005	-07.4596401682	 77313	 9.05	236.76392066	-07.45967738
236.7673612853	+11.5280590311	 77314	 7.68	236.76741246	+11.52804017
236.7685628944	-35.5103448211	 77315	 6.82	236.76862736	-35.51028571
236.7685686370	+27.5202842431	 77316	 9.25	236.76881083	+27.52047616
236.7756953469	-35.5180377330	 77317	 7.34	236.77575304	-35.51797799
236.7762114066	-15.2366286614	 77318	 8.34	236.77626262	-15.23659546
236.7787451674	-72.4436564107	 77320	 8.89	236.77877764	-72.44363631
236.7804040130	-74.0441325960	 77319	 7.68	236.78048182	-74.04410078
236.7869367852	-43.1457008600	 77321	10.77	236.78693985	-43.14569386
236.7905297194	-33.2864921814	 77322	 8.50	236.79055141	-33.28646423
236.7906198831	+30.5656449669	 77323	 7.80	236.79065418	+30.56569771
236.7986839162	+27.2253334582	 77324	 8.10	236.79866973	+27.22533392
236.8000650666	+15.1532645080	 77327	 9.74	236.79958514	+15.15415538
236.8035948477	-42.2047265918	 77325	 7.38	236.80360981	-42.20437963
236.8037160791	-06.5078687053	 77326	10.48	236.80361578	-06.50788499
236.8096991266	-18.0274838464	 77328	10.26	236.80977637	-18.02752852
236.8140971231	-08.4529570390	 77329	 7.62	236.81417777	-08.45288823
236.8157205324	-32.6150478608	 77330	 8.61	236.81582828	-32.61494709
236.8180520233	-02.6171942510	 77332	 8.19	236.81813942	-02.61713706
236.8186109499	-32.6133979144	 77331	10.32	236.81870623	-32.61328047
236.8194664918	-44.6959594541	 77333	 9.15	236.81939397	-44.69600160
236.8217023560	-16.1747222432	 77334	 9.78	236.82166480	-16.17472008
236.8212046832	-00.2699149101	 77335	 6.94	236.82179653	-00.26985699
236.8221630426	+14.1153483026	 77336	 5.71	236.82230086	+14.11527157
236.8338391302	-12.2212979849	 77337	 7.95	236.83377360	-12.22128678
236.8344562021	-20.4694318404	 77338	 7.85	236.83468653	-20.46914766
236.8348682607	-27.0871483969	 77339	 7.79	236.83483834	-27.08715214
236.8350441677	+10.4882346212	 77340	 8.61	236.83503255	+10.48827334
236.8422601703	+25.8654514626	 77341	 9.06	236.84222203	+25.86545698
236.8430129345	-10.2955672569	 77342	 7.99	236.84305036	-10.29557450
236.8431382993	-17.5644932025	 77343	10.77	236.84313756	-17.56448314
236.8433135831	-05.1188647051	 77344	 8.70	236.84341649	-05.11885666
236.8452154882	+44.5987808051	 77345	 7.30	236.84514971	+44.59875001
236.8455119010	-62.1478498812	 77346	 7.69	236.84561876	-62.14782385
236.8472039650	-25.8677124186	 77347	 7.80	236.84725988	-25.86764587
236.8506041209	-01.0634149604	 77348	 8.05	236.85070435	-01.06350545
236.8526936435	-10.8965014326	 77349	11.27	236.85350085	-10.89563601
236.8563283274	-40.1942101035	 77350	 6.41	236.85682665	-40.19410649
236.8575499764	+18.8146506496	 77351	 7.80	236.85756243	+18.81469841
236.8576591707	+18.8493790778	 77352	 8.20	236.85765275	+18.84943080
236.8582959705	+59.4857448071	 77353	 7.84	236.85849477	+59.48569046
236.8618774337	+01.5459637585	 77354	 6.53	236.86184157	+01.54603913
236.8637941856	+61.0227439087	 77355	 8.54	236.86372766	+61.02273844
236.8707566701	+32.4819519054	 77356	 8.76	236.87076347	+32.48193127
236.8712520373	-37.9163120916	 77358	 6.01	236.87253619	-37.91579230
236.8728573357	-33.4671628143	 77357	 8.72	236.87281806	-33.46717854
236.8779968972	+34.9909342361	 77359	 8.96	236.87798770	+34.99093900
236.8802318569	-21.2336660350	 77360	 8.00	236.88026114	-21.23363891
236.8809752338	-77.4605054682	 77361	 8.11	236.88104509	-77.46048493
236.8830407390	+59.5686235466	 77362	 6.53	236.88317443	+59.56867488
236.8851426738	+49.8830758576	 77363	 9.26	236.88518809	+49.88302450
236.8880388986	-41.4661867750	 77364	10.27	236.88806089	-41.46606865
236.8907021220	+33.8942016046	 77365	 8.80	236.89072543	+33.89424499
236.8915651360	-14.6261896335	 77366	 9.34	236.89158699	-14.62616788
236.8936290424	-10.0886974460	 77367	 9.73	236.89351358	-10.08856938
236.8976375870	+45.0746345251	 77368	 8.93	236.89772081	+45.07465623
236.9070081501	-22.0890738267	 77369	11.01	236.90705972	-22.08907091
236.9076951038	+02.4849655389	 77371	 9.71	236.90768401	+02.48492140
236.9080275813	+55.3766269453	 77370	 5.85	236.90797351	+55.37661523
236.9087550925	-09.4804419237	 77372	 7.00	236.90893498	-09.48048283
236.9198601064	+28.4694537206	 77373	 7.43	236.92000308	+28.46933212
236.9203717669	-29.3142156870	 77374	 9.03	236.92051248	-29.31395851
236.9242381367	-55.8819182965	 77375	 8.38	236.92424299	-55.88191030
236.9275407485	+19.2964571329	 77376	 8.39	236.92756305	+19.29647456
236.9322250183	+47.8930168240	 77377	 8.62	236.93225235	+47.89300489
236.9349821955	-48.9640717142	 77378	10.40	236.93501470	-48.96404211
236.9376793231	+33.0119897669	 77379	 7.04	236.93772596	+33.01195151
236.9415117441	+52.9578946040	 77380	 9.23	236.94154491	+52.95789842
236.9431975506	+45.7328821220	 77381	 6.76	236.94328739	+45.73288132
236.9492723545	-66.3711326324	 77382	10.10	236.94930977	-66.37110874
236.9495590176	-57.8082863444	 77383	 8.96	236.94946978	-57.80825815
236.9513261490	+04.2983283707	 77384	 7.19	236.95138355	+04.29835727
236.9523699468	+70.6071708047	 77385	 9.53	236.95242492	+70.60717202
236.9589604898	-69.0088093481	 77386	 9.12	236.95913059	-69.00878881
236.9593616171	+03.5430466275	 77387	 7.69	236.95941770	+03.54303919
236.9631678294	-38.2600112879	 77388	 8.06	236.96321618	-38.25993684
236.9635607924	+04.9526528303	 77389	10.59	236.96357221	+04.95266124
236.9710672682	-65.4422913313	 77390	 5.54	236.97123090	-65.44218988
236.9787827516	-48.6301289487	 77391	10.45	236.97880022	-48.63012698
236.9797127205	-12.6961662861	 77392	 9.91	236.97972017	-12.69613255
236.9807256749	-35.7193077539	 77393	 8.42	236.98067089	-35.71921024
236.9852227836	-25.9869518966	 77394	 6.98	236.98510162	-25.98693148
236.9871907335	-38.0342791603	 77395	 8.97	236.98719564	-38.03427182
237.0061278074	-37.6754548450	 77396	 7.47	237.00604560	-37.67537172
237.0074739727	+31.7356152189	 77397	 6.41	237.00746880	+31.73572158
237.0100195449	-56.6269656764	 77398	 9.83	237.01004800	-56.62693160
237.0137335068	-25.2156148643	 77399	 7.15	237.01378482	-25.21555184
237.0181374477	-17.7750931783	 77400	 9.75	237.01817872	-17.77513897
237.0242525887	+50.0045781650	 77401	 7.88	237.02424408	+50.00457379
237.0267604421	+37.9729327276	 77402	 9.07	237.02673630	+37.97292162
237.0271413573	-50.5897876535	 77403	 6.70	237.02714576	-50.58978165
237.0324876282	-26.5351958987	 77405	 9.38	237.03274781	-26.53485951
237.0327149208	+03.4431416133	 77404	 8.24	237.03276586	+03.44317953
237.0364629797	-23.3589662054	 77406	 9.18	237.03654974	-23.35888957
237.0387997762	-23.3734565747	 77407	 9.73	237.03887238	-23.37338254
237.0394292892	+01.5717393277	 77408	 7.44	237.03985769	+01.57214455
237.0414892994	+74.4141142558	 77409	 9.24	237.04047902	+74.41485339
237.0490417671	-04.7860233115	 77410	 8.10	237.04928860	-04.78594094
237.0539750558	+21.6879493406	 77411	 9.42	237.05397176	+21.68792241
237.0554434063	+13.7890779722	 77412	 5.98	237.05546553	+13.78933425
237.0558088628	+50.9545543001	 77413	 8.37	237.05587407	+50.95461188
237.0600603870	-40.5700204808	 77414	 8.60	237.06007213	-40.57001246
237.0720038889	-49.2387750921	 77415	 7.91	237.07195166	-49.23874279
237.0758655847	+13.1669104437	 77416	 8.41	237.07588498	+13.16696185
237.0797291986	-43.4585630431	 77417	 8.34	237.07975016	-43.45854005
237.0801878473	-44.3517885547	 77418	 7.01	237.08020746	-44.35177752
237.0816158670	+82.3529361383	 77419	 8.53	237.08157130	+82.35292068
237.0820770032	-32.5678682033	 77420	 9.42	237.08205171	-32.56788337
237.0844063985	-49.7632612727	 77421	 7.85	237.08485669	-49.76315535
237.0902944321	-18.4389131631	 77422	 8.91	237.09033458	-18.43884992
237.0905825522	-60.7017796650	 77423	 8.49	237.09087207	-60.70157195
237.0913310999	-70.1550449344	 77424	10.69	237.09134814	-70.15503249
237.0917046808	+13.3133732281	 77425	 9.50	237.09170016	+13.31340361
237.0937932565	-50.5797405526	 77426	 8.74	237.09376631	-50.57969357
237.0941103380	-28.7891243505	 77427	 7.68	237.09421481	-28.78905892
237.0950282500	-20.3954295143	 77428	 8.78	237.09504106	-20.39539974
237.0980289416	-02.9577637171	 77429	 9.50	237.09806613	-02.95778654
237.1015194205	-43.5640945000	 77430	 8.74	237.10154810	-43.56407175
237.1021455742	+40.3243528567	 77431	 8.90	237.10212855	+40.32437444
237.1032599885	-42.6180577433	 77432	 8.96	237.10331627	-42.61798541
237.1041072928	-13.4992840178	 77433	 6.94	237.10412534	-13.49928149
237.1064147780	-19.7740172899	 77434	10.17	237.10643557	-19.77402446
237.1109807918	-23.8340565294	 77435	 6.71	237.11110985	-23.83401521
237.1148222893	+29.8899035429	 77436	 9.25	237.11519571	+29.88995354
237.1200109447	+22.4154658001	 77437	 6.85	237.12009387	+22.41555663
237.1234064063	+56.0985244734	 77438	 9.98	237.12394510	+56.09885836
237.1240404850	-02.1674559010	 77439	 8.65	237.12422568	-02.16766646
237.1244864981	+62.3443487856	 77440	 8.53	237.12462249	+62.34426656
237.1270346254	-32.0865556943	 77441	 8.16	237.12713093	-32.08647867
237.1433954107	+28.1567489200	 77442	 5.89	237.14340120	+28.15677692
237.1489060686	-65.2334008399	 77444	 8.48	237.15058671	-65.23268245
237.1510207519	-36.5515034893	 77443	 9.96	237.15128967	-36.55129750
237.1689886426	-20.1664557408	 77446	 9.73	237.16889157	-20.16602247
237.1690137762	+61.4419078953	 77445	 8.52	237.16908094	+61.44182268
237.1728642231	+53.6808713569	 77447	 9.50	237.17279446	+53.68085060
237.1772364515	+83.6196572469	 77448	 7.00	237.17717193	+83.61965924
237.1787620350	-27.5822995160	 77449	 8.27	237.17877613	-27.58228695
237.1849034224	+18.1415636611	 77450	 4.09	237.18503586	+18.14177930
237.1874540807	+42.9190296204	 77451	11.17	237.18746042	+42.91880861
237.1994337685	-54.3956546222	 77452	 7.91	237.19945147	-54.39564315
237.2002704713	-66.9898310189	 77453	 9.01	237.20026102	-66.98983238
237.2100718909	-52.4382560535	 77454	 6.05	237.21006296	-52.43822730
237.2103507120	+12.7236165053	 77455	 6.79	237.21038602	+12.72363804
237.2123298508	-24.3068332953	 77456	12.41	237.21229350	-24.30685133
237.2171998112	-29.4834445062	 77457	 7.96	237.21721944	-29.48339835
237.2200552000	-01.0012725051	 77458	 6.81	237.22017169	-01.00127321
237.2211935715	+23.2415429829	 77459	 7.82	237.22132324	+23.24164791
237.2230287389	+36.2479409507	 77460	11.04	237.22302898	+36.24795060
237.2285823208	-07.9645841693	 77461	10.09	237.22860301	-07.96460252
237.2345435740	-38.6125212801	 77462	 8.40	237.23452180	-38.61250886
237.2357745979	-60.3676387560	 77463	 6.65	237.23583172	-60.36779419
237.2366566747	-03.8185130892	 77464	 5.53	237.23672761	-03.81852811
237.2396034427	+48.6871337072	 77465	 8.84	237.23954159	+48.68717211
237.2439302595	+45.7937033633	 77466	 9.18	237.24488147	+45.79343202
237.2492296980	+00.2100452924	 77467	 8.72	237.24921125	+00.21004590
237.2616183317	-70.8857049919	 77468	 9.05	237.26167363	-70.88569736
237.2704400349	+33.6351591729	 77469	 9.58	237.27042719	+33.63517135
237.2704487130	-87.2665536025	 77470	 7.81	237.27048337	-87.26643504
237.2710788823	-15.5357544762	 77471	10.42	237.27109417	-15.53573282
237.2755425604	-01.8795349628	 77472	 9.53	237.27553383	-01.87950531
237.2755732687	-18.7040744034	 77473	 8.02	237.27569526	-18.70406140
237.2781340839	+63.1425501553	 77474	 8.20	237.27811789	+63.14253144
237.2813628881	-71.5032520576	 77475	 8.90	237.28149834	-71.50322870
237.2824897068	+08.3309714508	 77476	 8.85	237.28250533	+08.33095293
237.2891814084	-51.9552602863	 77477	 8.53	237.28947957	-51.95513487
237.2991624042	-01.9879868071	 77478	 8.09	237.29922194	-01.98795713
237.3068212986	+28.5706335275	 77479	 9.25	237.30682033	+28.57061559
237.3070066518	-52.2158297151	 77480	 7.30	237.30700927	-52.21581817
237.3120320230	-41.7913349271	 77481	 7.40	237.31203675	-41.79129825
237.3149495713	+60.5273769694	 77482	 7.92	237.31540722	+60.52735405
237.3187353167	+09.6117888532	 77483	 9.13	237.31877259	+09.61192494
237.3198492192	+56.2363675671	 77484	 7.28	237.31978843	+56.23648489
237.3234559279	+03.7490923990	 77485	 8.29	237.32354705	+03.74913734
237.3243296808	-04.9614860937	 77486	 8.43	237.32433922	-04.96147275
237.3284298420	+69.0994554245	 77487	 8.40	237.32855459	+69.09943931
